id,org,dept,name,description,Mandate,Reliance,mandate_coded,relince_coded
711,Ferndale,Community & Economic Development,Home Occupation Inspections and Compliance,Implement city code and site inspections,4,4,1,1
4617,San Juan County,EMERGENCY MANAGEMENT,Homeland Security Training Courses,FEMA and State training courses,4,4,1,1
1725,"Riverside, CA",City Manager,"Homeless Housing, Assistance, and Prevention Program","Operation of the HHAP grant to provide rental assistance to our neighbors without homes coupled with case management, operation funding for the pallet shelters, outreach and rental assistance for riverbottom residents, analyze racial equality within City homeless related programs and report performance outcomes.",4,4,1,1
1538,"Riverside, CA",City Manager,Homeless Outreach Program,"Provide outreach assistance to homeless individuals that include trip homes, assistance with rental assistance application fees, security deposits, purchase of household items, and any other service needed to obtain housing. Campaign to address homelessness amongst school aged children in collaboration with school districts.",4,4,1,1
942,"Riverside, CA",City Manager,Homeless Prevention,Assist low income tenants with rent arrears to prevent homelessness,4,4,1,1
949,"Riverside, CA",City Manager,Homeless Service Campus on Hulen Place,"Includes Bridge Housing and Pallet Shelter programs to provide homeless individuals with temporary shelter, and operations of an 84 bed emergency shelter program coupled with case management to help obtain housing up on exit from the shelter.",4,4,1,1
1493,"Salt Lake City, UT",POLICE DEPARTMENT,Homicide Case Investigations,"Suspicious deaths, suicides, homicides, unattended/attended deaths",4,4,1,1
6073,San Juan County,FINANCE,HOSPITAL GRT,COST RELATED TO HOSPITAL CAPITAL CONSTRUCTION PROJECT (NON-CAPITAL 58 OBJECT CODE),4,4,1,1
2419,"Addison, TX",Stormwater,Household Hazardous Waste,Pick up and disposal of residential household hazardous waste.,4,0,1,0
612,"Riverside, CA",Public Works,Household Hazardous Waste Disposal,"Disposal of residential hazardous waste; includes abandoned household hazardous waste disposal services and tire disposal collection.
This program aligns with the City's Strategic Priorities in Environmental Stewardship by championing proactive and equitable climate solutions based in science to ensure clean air, safe water, a vibrant natural world, and a resilient green new economy for current and future generations. Particularly, the following: 

Climate Resiliency, Carbon Footprint & Air Quality
Usage, Condition & Quality of Public Lands
Environmental Justice
Renewable Resource Usage & Waste Reduction

Particularly goal 4.4.",4,0,1,0
648,"West Plains, MO",Public Works,Household Hazardous Waste Disposal,Disposal of residential hazardous waste,4,0,1,0
680,Lawrence,Municipal Services and Operations,Household Hazardous Waste Program,Operation of Household Hazardous Waste/Business Hazardous Waste facility for City/County and disposal of all materials.,4,0,1,0
1090,Tulsa,Streets and Stormwater,Household Pollutant Collection Facility (HPCF),"Oversees and manages all operations and duties for the HPCF including permit compliance, waste management, advertising and staffing.",4,4,1,1
1090,Tulsa Test Liz,Streets and Stormwater,Household Pollutant Collection Facility (HPCF),"Oversees and manages all operations and duties for the HPCF including permit compliance, waste management, advertising and staffing.",4,4,1,1
759,Flagstaff,05-Community Development,Housing and Urban Development Fiscal Responsibility,Maintain books and records in compliance with the Dept. of Housing and Urban Development (HUD) requirements and GAAP to ensure accuracy. File all required HUD reports in a timely manner. Manage accounts payable so that invoices are paid in a timely manner and charged to the proper account.,4,4,1,1
834,Tulsa,Working in Neighborhoods,Housing Assistance,Interview clients process applications manage cases to provide aid to low- moderate- income households,4,0,1,0
834,Tulsa Test Liz,Working in Neighborhoods,Housing Assistance,Interview clients process applications manage cases to provide aid to low- moderate- income households,4,0,1,0
1095,Flagstaff,05-Community Development,Housing Community Information and Referrals,Community Development front counter and general phones,4,0,1,0
760,Flagstaff,05-Community Development,Housing Grant Management,"Annual Action Plan, Consolidated Annual Performance Evaluation Report, Consolidated Plan, Analysis of Impediments, Regulation enforcement and Reporting. Coordinate the Disadvantage Business Enterprise Program for procurement compliance",4,4,1,1
1685,Jefferson,Sheriff,Housing of Inmates,The housing and security of arrested offenders,4,4,1,1
748,"Pittsburgh, PA",CITY PLANNING,Housing Planning and Policy,"Address affordable and low-income housing crisis for renters and homeowners who are living in poverty, working and middle income and live in low-resourced and low-income neighborhoods. Development of a Housing Strategy in conjunction with a growth scenario as a part of comprehensive plan in partnership with HACP, URA, HOF, and community partners. Continue to evolve Inclusionary Zoning and Accessory Dwelling Unit ordinances to better serve City goals and introduce them into additional neighborhoods. Zoning Code amendments to modernize terminology and definitions around Fair Housing. Update of Housing Needs Assessments for the City to accurately understand the state of housing in Pittsburgh.",4,0,1,0
852,Tulsa,Working in Neighborhoods,Housing Rehab Loan Program,Support Housing Rehab Programs provided by approved organizations for health & safety repairs to current housing inventory.,4,0,1,0
852,Tulsa Test Liz,Working in Neighborhoods,Housing Rehab Loan Program,Support Housing Rehab Programs provided by approved organizations for health & safety repairs to current housing inventory.,4,0,1,0
1900,Flagstaff,05-Community Development,Housing Rehabilitation,Owner Occupied Housing Rehabilitation Program,4,4,1,1
1419,Gaston County,Sheriff's Office,Housing-Jail Annex,none,4,4,1,1
1425,Gaston County,Sheriff's Office,Housing-Main Jail,none,4,4,1,1
2386,Littleton,Admin Services,HR Payroll Administration,"Employee changes in the HR system for payroll processing and HR database management  including employee reviews with pay changes, changes in status, leave,  service award, salary, hours, terms, new hires, market adjustment, tuition reimbursement, disciplinary actions, step increases, shift change,  uniform pay, uniform cleaning, and  457 changes.",4,4,1,1
994,"Washington County, WI",Sheriff,Huber Work Release Program,Inmates who are sentenced to Jail are often ordered by the Judge to have Huber or work release privileges under Wisconsin Statute 303.08.,4,4,1,1
187,Marathon,Health,Human Health Hazards,"Provide information, investigate, issue orders as needed to reduce or eliminate a human health hazard.  This program includes conducting environmental health screens on behalf of the Marathon County Treasurer on a fee-for-service basis.  In addition, this program includes mercury reduction services through a contract with with the City of Wausau and Town of Rib Mountain which includes: outreach services with dental providers; heating, ventilating and air conditioning contractors; auto repairs; etc. This program is a requirement for local health departments per DHS 140.04.",4,4,1,1
37,Roswell,10 - Administration,Human Resource Information System,Routine and ad hoc reporting from HRIS. Processing payroll change notices and maintaining electronic and manual records of each transaction. Provide required reporting data to regulatory agencies.,4,0,1,0
334,KansasCity,Parks and Recreation,Human Resources,"Hiring employees, maintaining employee well-being and dismissing employees when necessary.",4,4,1,1
862,"Columbia, SC",Police Department,Human Resources,Handles and processes hiring and terminations within the organization as well as being a conduit to City Human Resources for Police Department matters,4,4,1,1
858,Flagstaff,01-012 General Administration Human Resources Division,Human Resources Compliance,"Monitor and ensure compliance with federal, state & local laws.  Provide a platform for a respectful, fair and safe place to work for all employees.  Minimize or reduce City exposure to liability and litigation.  Remain poised for successful audit outcomes.",4,4,1,1
2029,"St Albert, AB","Human Resources, Safety and Environment",Human Resources Records Management and Analytics,Maintenance of data information and transactions on all employees through the life of their employment and provide data for workforce management and decision making. Provision of corporate HR metrics (Scorecard).,4,0,1,0
19,"Columbia, SC",City Attorney's Office,Human Resources/Personnel Issue Support,Provides legal advice to management on personnel matters.,4,4,1,1
573,"Eugene, OR",CS,Human Rights Program,"Staff receive complaints and provide support for victims of hate crimes and discrimination, prepare reports, and promote community awareness on human rights protections and violations. Staff support the work of the Human Rights Commission.  Includes funding for HRC grants for community events",4,4,1,1
446,Marathon,Non-Departmental,Humane Society,Provides required dog impoundment and quarantine services for the County,4,2,1,0
1372,"Lethbridge, AB",Planning & Design,HVAC Inspections,Inspect Heating and ventilation systems to ensure minimum code compliance,4,4,1,1
2049,Marathon,Facilities and Capital Management,HVAC systems,"FTEs , Building controls, Heating/cooling equipment repair, Boiler chemicals, Filters, Fees/Tuition",4,3,1,0
772,"Strathcona County, AB",Infrastructure and Planning Services,Hydrant Spring/Fall Inspections,Bi-annual inspections of fire hydrants to ensure hydrants are operational and ready for service in case of an emergency (public safety). Spring inspections are completed to ensure the hydrant is operational after the winter. Fall inspections are completed to ensure the hydrant is operational and not susceptible to damage through the winter months.,4,3,1,0
495,"Canton, MI",536 - Water Maintenance,Hydrants,"Flushing, winterization, repair and maintenance of hydrants",4,0,1,0
1145,Gaston County,Human Resources,I-9 Compliance,none,4,4,1,1
927,Gaston County,County Police,IAFIS Management  (Integrated Automated Fingerprint Identification System),none,4,4,1,1
901,East Lansing,Administrative Services,Identity and Access Management,"Identity and Access Management is the onboarding and offboarding of User, Computer, Service, or Hardware accounts where access is requested of a system, application or hardware environment.  Simply put, all access to all IT systems be those on premises, in the cloud, or proprietary to a given hardware platform.  This program provides for the management of this access throughout the lifecycle of the system and/or the duration of the access requirement.  IDs are onboarded/offboarded, tracked, and securely administered in a manner consistent with industry standards.  Examples include; access to a computer, a phone, voicemail, applications (BS&A, O365), and numerous other systems and hardware.",4,0,1,0
1086,Tulsa,Streets and Stormwater,Illegal Dumping Operations,"Notify, investigate, pick up, and possibly prosecute illegal dumping inside the City of Tulsa corporate limits,",4,2,1,0
1086,Tulsa Test Liz,Streets and Stormwater,Illegal Dumping Operations,"Notify, investigate, pick up, and possibly prosecute illegal dumping inside the City of Tulsa corporate limits,",4,2,1,0
535,"Eugene, OR",PW,Illicit discharge to the stormwater system,"Responding to, and mitigation on, illicit discharges, e.g., dumping of oil, paint, sewage etc. Work also includes an educational component to violators.",4,4,1,1
188,Marathon,Health,Immunization,Provide vaccines to children and adults eligible for the Wisconsin Immunization Program.  Maintain Marathon County's Immunization Reminder and Recall system for children under the age of three. Provide information and education on vaccine preventable diseases. This program is a requirement for local health departments per DHS 140.04.,4,3,1,0
437,"Washington County, WI",Highway,Implements of Husbandry Permitting,Permits for farm implements,4,3,1,0
1046,Gaston County,DHHS - Social Services,In Home Aide Services,none,4,1,1,0
1956,Jefferson,Corporation Counsel,In Rem Tax Foreclosures,Commence foreclosure actions on tax delinquent property,4,2,1,0
995,"Washington County, WI",Sheriff,Incarceration of Adult Inmates - Straight Time,The general incarceration of inmates from pre-sentence detainees through sentenced detainees (without Huber).  This is done in compliance with Wisconsin DOC 350.,4,4,1,1
996,"Washington County, WI",Sheriff,Incarceration of Juvenile Inmates for other Counties.,"Our Juvenile Secure Facility currently boards inmates from several Counties throughout Wisconsin, including Dodge, Jefferson, Kenosha, Ozaukee, and, Waukesha Counties.  This is done in compliance with Wisconsin DOC 346.",4,3,1,0
997,"Washington County, WI",Sheriff,Incarceration of Washington County Juveniles,The general incarceration of Juvenile Offenders who are residents of Washington County.  This is done in compliance with Wisconsin DOC 346.,4,3,1,0
989,"Monroe, OH",CITY MANAGER'S OFFICE,"Incentive Development, Compliance, and Reporting","Identify possible incentive programs that meet City development standards, implement the structure to allow for those programs, and bring opportunities to apply those programs for City Council consideration.  Coordinate reporting for performance metric reporting by companies and evaluate incentive agreements annually (or as needed) for compliance.  Provide assistance to the two county tax review boards.  Complete and file reports with oversight agencies.",4,4,1,1
843,Flagstaff,03-Fire,Incident & Patient Care Report Management,"Reporting for all-risk interactions on incidents and for patient care. Required software to manage all national, state and local reporting measures. Key to patient and response analytics, data sets, grant information and is our best form of legal risk protection.",4,4,1,1
1844,Meridian,Fire,Incident Command and Management Programs,"Includes FEMA National Incident Management System (NIMS) required for fire department personnel. NIMS training is required under Homeland Security Presidential Directive (HSPD-5) to receive federal funding, grants, training, and reimbursement of disaster recovery costs. Personnel must attend training based on their ICS role. 

Also included is ISRB (Idaho Survey and Rating Bureau) required Incident Command training for all Company and Chief Officers. ISRB is a State mandated agency that ""rates"" fire departments every 5 years. This rating is passed on to Insurance companies and used to calculate fire premiums for both residential and commercial properties.",4,4,1,1
419,"Columbia, SC",Emergency Operations,Incident Command System Training and Oversight,Educate Response Personnel in all Aspects of NIMS/ICS.  The City is required to maintain education in the NIMS system amongst various emergency response and management personnel.  Training records kept by each department and filed with Emergency Management.,4,4,1,1
66,Marathon,Emergency Management,Incident Management,The head of emergency management for the county directs and coordinates emergency management activities during a state of emergency. S.S. 323.15 (1) (b),4,4,1,1
84,"Washington County, WI",Administration,Incident Management,Promote the adoption and use of both the National Incident Management System (NIMS) and the Incident Command System (ICS) for planned and no notice public safety events/incidents. These systems are mandated by state and federal law to be used during emergencies and apply to both government and non governmental agencies involved in response and recovery.,4,3,1,0
413,"Columbia, SC",Emergency Operations,Incident Management,"The director of emergency management for the City facilitates, directs and coordinates emergency management activities during EOC activations, a state of emergency and or significant event.",4,4,1,1
1986,Jefferson,Emergency Management,Incident Management Program,Promote the adoption and use of both the National Incident Management System (NIMS) and the Incident Command System (ICS) for planned and no notice public safety events/incidents.  These systems are mandated by state and federal law to be used during emergencies and apply to both government and non governmental agencies involved in response and recovery.,4,0,1,0
1291,Tulsa,Police,Incident Management Team,"A specialized unit to respond to disasters, major incidents, and support other units with their operations.",4,2,1,0
1291,Tulsa Test Liz,Police,Incident Management Team,"A specialized unit to respond to disasters, major incidents, and support other units with their operations.",4,2,1,0
767,Ferndale,Fire Department,Incident Response,"Response to the various emergency incidents occurring within communities served including but not limited to fires, car accidents, large scale or extended incident standbys, extrications, carbon monoxide alarms, gas leaks, and wires down.",4,4,1,1
362,"Green Bay, WI",10 -  ADMINISTRATIVE SERVICES,Income & Expense Mailing & Analysis,"Draft a letter to mail merge with the Department of Revenue request for Income and expense form pr-323.  Mail the letter and form to all commercial property owners requesting them to submit prior years income and expense on the commercial property they own.  Analyze the returned information to establish market rents and market expenses on the different commercial property uses, such as Retail, Multi-Family, Hotels, Mini Storage etc.",4,0,1,0
656,"Washington County, WI",Human Services,Income Maintenance - Caretaker Supplement,Program provides cash payment to children of parents receiving SSI (Supplemental Security Income). Same process as Healthcare application. All Caretaker Supplement activities are part of the Income Maintenance Consortium model.,4,3,1,0
657,"Washington County, WI",Human Services,Income Maintenance - Foodshare,"Eligibility determination and ongoing case management for Foodshare. Interactive interview via phone or in person at application and yearly renewal. Financial and household Information is collected and entered into State system for processing. Applications are completed through scheduled appointments or in the Moraine Lakes Call Center. Ongoing case management continues through the life of the case. Relevant information is collected and verified. Changes are reported, verified and processed. Six month report forms are processed. Complete referral process to work programs for appropriate Foodshare recipients. Complete drug testing for appropriate Foodshare recipients. Referrals to other public assistance programs and community resources. Files prepared for scanning. Referrals to work programs and sanctions entered for noncompliance. Fair Hearing research, response and attendance. All Foodshare related activities are part of the Income Maintenance Consortium model.",4,3,1,0
658,"Washington County, WI",Human Services,Income Maintenance - Healthcare,"Eligibility determination and ongoing case management for Medicaid programs. Applications are received through mail, Access online or through the Moraine Lakes Call center for Medicaid including Long Term Care (Nursing Home and Family Care), Badger Care and Family Planning Only Services. Financial and non-financial information is collected, verified and processed. Ongoing case management continues for the life of the case with annual renewals, change reporting and verification of same. Includes collection of MAPP and Badger Care premiums. Referrals to other public assistance programs and community resources. Files are prepared for scanning. Fair Hearing research, response and attendance. All Healthcare related activities are part of the Income Maintenance Consortium model.",4,3,1,0
795,East Lansing,Financial Services,Income Tax Withholding,"Set up, maintain, bill and reconcile withholding accounts.",4,0,1,0
2007,Marathon,Social Services,Independent Living Program,.5 FTE Provides mandated independent living services for youth in out of home care to learn life skills.,4,4,1,1
1959,"St Albert, AB",Community Relations,Indigenous Relations Liaison,"Commitment towards collaborative relationship building on Indigenous matters at the local, regional and  national levels.
Act as an administrative liaison between the City of St. Albert and Indigenous partners.
Includes one-on-one communication with local and regional Indigenous partners, and other municipalities.",4,0,1,0
310,Longmont,Judicial Department,Indigent Counsel Representation,"Court appointed counsel for indigent and in-custody defendants charged with a violation of the Charter or Ordinances of the Longmont Municipal Code.  The right to counsel is guaranteed by the U.S. and Colorado Constitutions, C.R.S., rules promulgated by the CO S.Ct., and the Longmont Municipal Code.  Counsel is required for all critical stages of case.",4,3,1,0
1094,Ferndale,43rd District Court,Indigent Counsel Representation,Manage court appointed counsel for indigent and in-custody defendants.  Counsel is required for all misdemeanor an felony violations.,4,4,1,1
369,"Washington County, WI",Finance,Indirect Cost Allocation Plan,Work with 3rd party consultant to prepare county's annual CAP which is used for reporting costs under grant programs.,4,3,1,0
1489,Jefferson,Finance,Indirect Cost Allocation Plan,Develop and report the County's Indirect Cost allocation plan as required by 2 CFR 200,4,4,1,1
1973,"St Albert, AB",Community Services,Individual and Family Support Services,"Assist individuals and families with resources, support and individualized services.",4,0,1,0
790,Gaston County,Clerk/Commissioners,Inductions,none,4,4,1,1
1584,"Addison, TX",Development Services,Industrial Pre-Treatment Inspections,"Industrial pre-treatment review, inspection, and administrative needs.",4,0,1,0
661,Lawrence,Municipal Services and Operations,Industrial Pretreatment Program,Program focuses on source control to protect the plant and ensures that the costs of treatment are allocated appropriately to the generators.,4,4,1,1
1850,Meridian,Fire,Infection Control,Dedicated infection control officer required by law and infection control protocols and procedures in conjunction with ACCESS,4,0,1,0
283,"Beaumont, AB",Utilities,Inflow and Infiltration,"Continious measurement, data collection, analysis and reporting on I&I system. Inspection, audit, public education and advocacy related to I&I. ",4,1,1,0
485,Duluth,Public Works and Utilities,Inflow and Infiltration Control,"Includes: Administration & Oversight of private property grants to eliminate sources of I&I, repair and replace pipe & drain connections to eliminate clear water from entering sanitary system; and compliance inspections for the I&I ordinance.",4,4,1,1
102,"Washington County, WI",Aging & Disability Resource Center,Information and Assistance,"Contract required  provision of individualized ,accurate, objective and unbiased information regarding a wide variety of topics, including public/private community services and supports in an individual appointment either in the office or at the clients home, not provided in a group setting.",4,4,1,1
1422,"Lethbridge, AB",Information Technology Services & Digital Transformation,Information Security,"Security practices and procedures for applications, workstations, servers and networks.",4,4,1,1
1216,"Columbia, SC",Metro WWTP,Information Systems,"Information Technology support; computers & peripheral hardware, cellular/Internet service.",4,0,1,0
547,Longmont,Public Safety,Information Technology,"Provides support and coordination for department issued cellular phones, smartphones, and tablets along with their accompanying service plans. Product & service research, purchasing, distribution, tracking, inventory, vendor interaction, warranty issues & replacement, and handling all billing & invoicing matters. Cost recovery occurs when old devices are sold or exchanged for credit when new devices are obtained. Provides system administration for public safety specific applications such as the automated fingerprint and mugshot systems, police and fire records management systems, automated crime and traffic accident reporting systems, E-ticketing system and other hosted and owned databases. From these various systems and databases, the Public Safety IT manager provides customized reports to administrators as well as internal and external customers. Provide Tier 1-4 IT support for City employees in the Safety and Justice building and public safety employees at six fire stations, five police sub-stations (including the Range) and computer equipment in police and fire vehicles. Public Safety tech personnel are on-call after hours to provide emergency IT support. Coordinates the research, budgeting, implementation and maintenance of public safety information systems and technology. Works with City ETS staff to coordinate implementation of public safety IT projects to ensure compliance with City standards.",4,4,1,1
626,"Green Bay, WI",30 -  POLICE,Information Technology,Network Support.  Software Maintenance. All IT support functions.,4,4,1,1
416,"Columbia, SC",Emergency Operations,Information Technology & GIS Preparedness and Planning,"Maintains dedicated staffers assigned to Emergency Management as to ensure continuous planning, preparedness systems development actions and activities ensuring software systems, platforms and EMCOP capabilities are operable and in a state of readiness.  Serves as primary essential staff to maintain systems efficiencies on a daily basis and operates the EOC systems during emergencies and activations.",4,4,1,1
883,Tulsa,Fire,Information Technology Support,"Fire department dedicated Information Technology support for HQ, station, and apparatus technolgy systems",4,0,1,0
883,Tulsa Test Liz,Fire,Information Technology Support,"Fire department dedicated Information Technology support for HQ, station, and apparatus technolgy systems",4,0,1,0
782,"Strathcona County, AB",Infrastructure and Planning Services,Infrastructure Planning,"Develop utility master plans and Design and Construction Standards for water, wastewater and stormwater infrastructure. Ensure that these plans and standards promote public health and safety, support long range infrastructure planning for future development servicing and guide capital project investments within Strathcona County. Conduct a science-based review of the standards based on historical system performance, operation / maintenance perspectives, level of service, new technologies, risk tolerance and economic factors.",4,4,1,1
1817,Meridian,Public Works,Infrastructure Standards & Specs,"Develop, update, and implement City of Meridian Standards and Specifications for public works infrastructure.",4,0,1,0
1052,Gaston County,DHHS - Social Services,In-Home Services,none,4,4,1,1
830,East Lansing,Fire,In-house All-Hazard Training,"Staff Training: EMS Continuing Education,, CPR, Vehicle Operation Training, Fire-ground Tactics, Incident Command Training, OSHA Classroom Required Training, Employee Health & Safety, Covid-19 Training",4,0,1,0
699,"Branson, MO",Utilities,In-house Wastewater Laboratory Analysis/Quality Assurance,In house analysis is performed by the city lab tech and plant operators for process control testing. Results used to determine adjustments in the biological treatment and chemical feed processes.,4,3,1,0
460,"Green Bay, WI",50 -  DEPT OF PUBLIC WORKS,Inlet Cleaning,Removal of debris in storm sewer catch basins and inlets to maintain proper drainage,4,0,1,0
387,Marathon,Sheriff's Office,Inmate (Adult) Incarceration,The general incarceration of inmates from pre-sentence detainees through sentenced detainees and inclusive of those on probation holds/sanctions/revocations.  This is done in compliance with Wisconsin DOC 350.,4,4,1,1
391,Marathon,Sheriff's Office,Inmate (Juvenile) Incarceration -  Marathon County,The general incarceration of Juvenile Offenders who are residents of Marathon County.  This is done in compliance with Wisconsin DOC 346.,4,4,1,1
1420,Gaston County,Sheriff's Office,Inmate Accounts Maintenance,none,4,4,1,1
1687,Jefferson,Sheriff,Inmate Cell Cleaning,Daily cleaning of cells,4,4,1,1
1427,Gaston County,Sheriff's Office,Inmate Classification,none,4,4,1,1
1699,Jefferson,Sheriff,Inmate Court Activity,"Escort Prisoners to court, maintain security and document and update inhouse records on court proceedings",4,4,1,1
1428,Gaston County,Sheriff's Office,Inmate food services,none,4,0,1,0
201,Roswell,70 - Police,Inmate Housing - Offsite,Offsite housing for  inmates at the Fulton County Sheriff's Office,4,0,1,0
395,Marathon,Sheriff's Office,Inmate Housing - Other Counties,House inmates in other counties due to a lack of space at the Marathon County Jail.,4,4,1,1
1430,Gaston County,Sheriff's Office,Inmate Legal Reference,none,4,4,1,1
202,Roswell,70 - Police,Inmate Medical Services,Providing medical care for offenders in our custody,4,0,1,0
1431,Gaston County,Sheriff's Office,Inmate Medical Services,none,4,1,1,0
1689,Jefferson,Sheriff,Inmate Medical Services,Oversee inmate doctor and nurse visits. Provide daily medical care for all inmates within the Jefferson County Jail.,4,2,1,0
1432,Gaston County,Sheriff's Office,Inmate Property,none,4,4,1,1
1517,Tulsa,Municipal Court,Inmate Release Processing,"Processes the release of city inmates ensuring compliance with city/state ordinances, statutes, and guidelines.",4,4,1,1
1517,Tulsa Test Liz,Municipal Court,Inmate Release Processing,"Processes the release of city inmates ensuring compliance with city/state ordinances, statutes, and guidelines.",4,4,1,1
1433,Gaston County,Sheriff's Office,Inmate Transportation,none,4,4,1,1
1434,Gaston County,Sheriff's Office,Inmate Work Supervision,none,4,4,1,1
606,"Washington County, WI",Human Services,Inpatient Hospitalization,"Multiple providers across the region who accept voluntary and involuntary clients for mental health hospitalizations, crisis stabilization and transition back to the community.",4,3,1,0
1859,"Addison, TX",Stormwater,Inspection,"Inspection of drainage channels, inlets, outfalls, and pipes.",4,0,1,0
852,East Lansing,Fire,Inspection & Compliance Mandates,"Ensures department compliance with Federal & State regulations and statutes for annual training & inspections: Ladder Testing, FIT Testing, Self Contained Breathing Apparatus (SCBA), Air Fill Station, Personal Protection Equipment (PPE), Hose",4,4,1,1
430,"Green Bay, WI",25 -  COMMUNITY AND ECONOMIC DEVELOP,Inspection of weights and measure devices.,Field inspection of weights and measure devices.,4,4,1,1
1353,"Pittsburgh, PA","PERMITS, LICENSES, AND INSPECTIONS",Inspections & Demolitions of Condemned and Dangerous Structures,"Program includes programmatic inspections of condemned structures within the City of Pittsburgh, both publicly and privately owned. Assessment of condemned and vacant structures for imminent danger and subsequent curb-side bids to demolish structures and make safe. Completion of asbestos surveys on applicable structures and demolition with use of capital funds. Execution of the Deconstruction program.",4,0,1,0
1327,Gaston County,Public Works,Inspections- County Buildings,none,4,3,1,0
1128,Flagstaff,01-011 General Administration City Manager Division,Insurance Contract Claims Counsel,"Negotiate, mediate, and litigate when required in house and/or with outside counsel contract on claims by or against city",4,4,1,1
6099,San Juan County,RISK MANAGEMENT,Insurance Procurement,"Analyze coverage for all county policies, complete applications, take bids, pay premiums and deductibles, interpret policies.",4,4,1,1
5019,San Juan County,RISK MANAGEMENT,Insurance Records Management,"Keep original documents, update with changes, monitor subcontractor insurance",4,4,1,1
210,"Canton, MI",270 - Human Resources,Insurance Renewals & Plan Documents,"Serve as plan administrator for self-insured medical, Rx, dental, workers' compensation, and EAP plans. Coordinates with the agent of record to review and negotiate insurance (health, medical, dental, supplemental) coverage and renewals. Finalizes benefit rates. Process appropriate application to state governing authority for self-insured coverage and workers' compensation.",4,0,1,0
1490,Jefferson,Finance,Insurance/Risk Management,"Initiate claims in WMMIC's Riskmaster system, scan and load into Riskmaster for all liability and property claims. Subrogate claims not subrogated by our carrier (typically < $5,000.  Completion of insurance renewal applications.",4,4,1,1
1636,Jefferson,Human Services,Intake,"Provides a single access point for all child, juvenile and family service needs.",4,4,1,1
1204,"Riverside, CA",RPU - Electric,"Integrated Resource Planning (IRP), Production Cost Modeling (PCM) and Forecasting/Modeling Studies & Investigations","Design, analysis and interpretation of all Integrated Resource Planning (IRP) and Production Cost Modeling (PCM) studies used to project out impacts to the 5-year, 10-year and 20-year forward Power Supply budgets.  Includes the maintenance and administration of the PCM software platform, along with the development and refinement of all Power Supply budgets (to optimize/minimize future PS costs).  Also includes development and implementation of all electric load and sales forecasting models; congestion revenue rights bidding and auction strategies, Resource Adequacy and forward energy price forecasting, and carbon cost forecasts.",4,0,1,0
1141,Tulsa,Streets and Stormwater,Intelligent Transportation Systems (ITS)/Traffic Management Center (TMC),Operations and Maintenance of the City's Intelligent Transportation System and Traffic Management Center - ITSTMC,4,4,1,1
1141,Tulsa Test Liz,Streets and Stormwater,Intelligent Transportation Systems (ITS)/Traffic Management Center (TMC),Operations and Maintenance of the City's Intelligent Transportation System and Traffic Management Center - ITSTMC,4,4,1,1
251,Marathon,Social Services,Intensive Supervision Services,"Contracts that provides ongoing monitoring of youth's activity and adherence to court ordered treatment plan to ensure safety of youth and the community.  Includes intensive supervision, electronic monitoring, urine analysis and intensive in-home , individual, psycho-sexual and group therapy.",4,3,1,0
417,"Columbia, SC",Emergency Operations,Interagency Coordination and Planning,Coordinate department activities with various governmental and outside agencies and other City departments.  This would include coordinating with County and State Emergency Management.,4,0,1,0
359,"Beaumont, AB",Infrastructure,Interdepartmental Engineering Assistance,Assist other internal departments with engineering issues,4,1,1,0
275,"Branson, MO",Finance,Intergovernmental Accounting,"Taney County, Health Department, CVB, Department of Revenue; TCED; DED; Housing Authority, etc.",4,3,1,0
1333,Jefferson,Child Support,Intergovernmental Actions,"(mandated under 45 CFR 303.7; 769 Wis. Stats) Agency provides intergovernmental services to establish paternity, establish and enforce child and medical support orders and locate absent parents.",4,4,1,1
189,"Washington County, WI",County Attorney,Intergovernmental Actions - Uniform Interstate Family Support Act,Initiating and responding to other states' and other countries' orders Chapter 769,4,3,1,0
854,"Strathcona County, AB",Chief Commissioner,Intergovernmental Affairs,"Build and maintain relationships and coordination with municipalities/orders of government/other agencies. This includes, but is not limited to, the Edmonton Metropolitan Region Board (EMRB), provincial and federal government and other municipalities, as well as municipal associations such as the Federation of Canadian Municipalities (FCM), Alberta Urban Municipalities Association (AUMA) and the Rural Municipalities of Alberta (RMA).",4,3,1,0
192,Roswell,70 - Police,Intergovernmental Agreements/Coordination,"Intergovernmental Agreements, Coordination with other governmental agencies such as other cities, Fulton County, ARC, GDOT, NFCID, etc.",4,4,1,1
242,Roswell,80 - Environmental Public Works,Intergovernmental Agreements/Coordination,"Intergovernmental Agreements, Coordination with other governmental agencies such as other cities, Fulton County, ARC, GDOT, NFCID, etc.  none",4,4,1,1
256,Roswell,80 - Environmental Public Works,Intergovernmental Agreements/Coordination,"Intergovernmental Agreements, Coordination with other governmental agencies such as other cities, Fulton County, ARC, GDOT, NFCID, etc.",4,4,1,1
274,Roswell,80 - Environmental Public Works,Intergovernmental Agreements/Coordination,"Intergovernmental Agreements, Coordination with other governmental agencies such as other cities, Fulton County, ARC, GDOT, NFCID, etc.  none",4,4,1,1
246,"Branson, MO",Finance,Intergovernmental Cooperative Procurement,Consulting and Researching with other governmental entities regarding the sharing of the contract negotiations.,4,4,1,1
6074,San Juan County,FINANCE,INTERGOVERNMENTAL GRANTS,"FEDERAL, STATE, AND LOCAL GRANT OPERATIONS",4,4,1,1
3421,Littleton,Public Works,Intergovernmental Parks Management,Support intergovernmental parks administration and collaborative maintenance and planning,4,2,1,0
